width,creator_id,height,video_description,comment_count,like_count,duration,create_time,view_count,share_count,video_id
720,,1080,reaction on travel!,4904,113875,133,1752935883,28763,4717,c0dfdeba-84db-495b-b2d2-65769c6c3b86
720,5e87b9fa-cb8a-4f0e-922d-365999863bac,720,review on fitness!,,NaN,50,1749479883,912893,4969,af9e16fa-2435-4d93-956b-3ee67fd6b943
720,5e87b9fa-cb8a-4f0e-922d-365999863bac,1080,challenge on fashion!,5360,171555,30,1750689483,849850,557,91729e16-d961-4fb2-8c1d-7568675a7be3
720,5e87b9fa-cb8a-4f0e-922d-365999863bac,1080,challenge on travel!,,327055,125,1747924683,721689,4725,30433f74-d9a6-4100-86de-f11a59b827ad
1080,5e87b9fa-cb8a-4f0e-922d-365999863bac,1080,vlog on food!,7997,180870,177,1752158283,289447,339,bab6caee-7558-4e3a-a851-3e4febdb4e40
720,5e87b9fa-cb8a-4f0e-922d-365999863bac,1080,reaction on fashion!,1042,448768,43,1750689483,33973,3642,52d51d0c-ff71-44ba-8160-4f291021173f
720,5e87b9fa-cb8a-4f0e-922d-365999863bac,1080,challenge on food!,586,113725,103,1751899083,NaN,,f55d6ab3-03f0-456d-9b42-5f71cba402f7
720,5e87b9fa-cb8a-4f0e-922d-365999863bac,,reaction on travel!,,305643,11,1748443083,664081,4379,4a04d354-62bb-4ebc-a64b-265c0167f861
,5e87b9fa-cb8a-4f0e-922d-365999863bac,1080,vlog on food!,1997,175358,155,1748529483,,1944,7dd3624f-b04e-448b-bd98-35667a89464a
1080,5e87b9fa-cb8a-4f0e-922d-365999863bac,1080,review on beauty!,467,0.0.0,130,1751207883,30968,2602,9791f87a-6e44-4fe0-bcc2-6e7ea2b5341f
1080,5e87b9fa-cb8a-4f0e-922d-365999863bac,1080,challenge on beauty!,5874,219039,54,1751812683,444482,811,11ad9cb2-53fe-4212-9e57-8af9602cef72
1080,5e87b9fa-cb8a-4f0e-922d-365999863bac,720,review on food!,4803,417924,34,1749047883,915307,964,fe8de7b4-0ead-4ff5-97cf-54c9f7d3be4a
720,5e87b9fa-cb8a-4f0e-922d-365999863bac,1080,unboxing on beauty!,9149,252389,147,1750430283,259091,?,354f761d-1e3d-4af1-9bbd-486290b08493
1080,5e87b9fa-cb8a-4f0e-922d-365999863bac,1080,review on fitness!,4950,248390,0.0.0,1752071883,187206,NaN,e6ea6943-40fe-46ee-a832-47777a265cb7
1080,5e87b9fa-cb8a-4f0e-922d-365999863bac,720,reaction on fashion!,7624,322769,81,1752849483,943898,446,43f51361-35b1-438e-9058-d58eea844d9b
1080,5e87b9fa-cb8a-4f0e-922d-365999863bac,0.0.0,challenge on beauty!,368,190749,155,1747924683,549381,1028,e3fceb9c-6488-4d40-9b77-be41a0259a58
1080,5e87b9fa-cb8a-4f0e-922d-365999863bac,720,unboxing on beauty!,4539,154097,18,1752331083,,4668,4fd30d76-5b65-4c6c-beca-bb8a8f881afd
1080,5e87b9fa-cb8a-4f0e-922d-365999863bac,720,challenge on fitness!,9107,292166,22,1749566283,0.0.0,2144,a7d158a0-a755-4ae0-852d-e733d9ae07ca
720,5e87b9fa-cb8a-4f0e-922d-365999863bac,720,vlog on fitness!,20,244461,12,1749220683,595262,4919,bef538b8-eee7-4760-b5db-04a9af97e7be
720,5e87b9fa-cb8a-4f0e-922d-365999863bac,720,vlog on food!,,450571,41,1750862283,573042,2161,98635672-b244-48bc-96aa-78b9557fef85
720,5e87b9fa-cb8a-4f0e-922d-365999863bac,720,challenge on tech!,4095,87007,28,1750775883,202796,4369,939d17e7-2f1d-4699-b026-d858e03369d3
,5e87b9fa-cb8a-4f0e-922d-365999863bac,1080,reaction on travel!,1667,453736,41,1750430283,208621,1666,80c40c5e-18ca-442b-9e09-0d320ea6da73
1080,5e87b9fa-cb8a-4f0e-922d-365999863bac,1080,unboxing on tech!,1162,365793,126,1752849483,316488,4457,da703143-cc23-407f-95a2-e84d1ec99ae3
720,5e87b9fa-cb8a-4f0e-922d-365999863bac,1080,challenge on travel!,125,0.0.0,40,1751294283,291819,3884,86fa3f51-a443-4d0a-aad9-aed065279571
720,5e87b9fa-cb8a-4f0e-922d-365999863bac,1080,reaction on tech!,9408,0.0.0,158,1751294283,852073,3909,30649ff5-ab71-45a3-b82b-0a2afa22e030
1080,5e87b9fa-cb8a-4f0e-922d-365999863bac,720,reaction on beauty!,2097,50815,48,1752071883,696294,3336,b6bef89d-f0e8-487d-92df-7d5cf23322bc
720,5e87b9fa-cb8a-4f0e-922d-365999863bac,1080,review on travel!,?,403478,107,1751726283,749476,,7ba82ced-98ed-40d2-991d-dc6d2a43263c
1080,5e87b9fa-cb8a-4f0e-922d-365999863bac,1080,unboxing on fashion!,7107,72022,119,1752676683,756506,231,6d7597d4-717b-49b9-887e-c85a704bcbaa
1080,5e87b9fa-cb8a-4f0e-922d-365999863bac,1080,reaction on beauty!,5120,417478,140,1752503883,207329,4286,e3aeb0c7-a754-4e33-8eef-d32fa38f4c58
720,2ae787ee-f16f-4798-8671-70e527f7ac46,1080,challenge on food!,5020,402737,132,1751899083,503942,4838,d7e4dcad-3a6b-425c-9bbe-9d1005debac4
720,2ae787ee-f16f-4798-8671-70e527f7ac46,1080,challenge on travel!,1014,246440,52,1749220683,590384,4916,8f607148-e646-4c3e-b3aa-c4bc6d2885c1
720,2ae787ee-f16f-4798-8671-70e527f7ac46,1080,vlog on tech!,0.0.0,149660,170,1752590283,802775,4802,a7a433f3-0b65-4f41-a054-71cfbed8affe
1080,2ae787ee-f16f-4798-8671-70e527f7ac46,720,reaction on travel!,1295,6107,147,1748615883,346338,2320,0d94778c-fa0f-483a-9616-e668d1de6116
?,2ae787ee-f16f-4798-8671-70e527f7ac46,720,reaction on food!,5528,406879,53,1748356683,488779,4637,ae2211f7-2c4d-4b53-8852-d85dfef450dc
1080,2ae787ee-f16f-4798-8671-70e527f7ac46,1080,review on tech!,5284,146948,102,1748011083,249857,1859,b02abde4-9f2f-4518-8acc-9257b17f7427
1080,2ae787ee-f16f-4798-8671-70e527f7ac46,1080,challenge on fitness!,,157256,165,1752676683,550306,1721,dec80be3-04ae-4a1a-a7bc-ab8d79daca2d
1080,2ae787ee-f16f-4798-8671-70e527f7ac46,,unboxing on fashion!,,221263,?,1749393483,354260,988,f16826b2-09e1-4fd0-8fe9-946f654c3024
720,2ae787ee-f16f-4798-8671-70e527f7ac46,720,challenge on beauty!,1480,432267,140,1751380683,,256,6e789aaf-dcac-4561-8fbc-59e54892041a
720,2ae787ee-f16f-4798-8671-70e527f7ac46,1080,challenge on tech!,4380,277720,90,1748615883,232312,4759,8542dfa7-c2c8-4468-9b7f-a0125331796a
720,2ae787ee-f16f-4798-8671-70e527f7ac46,720,reaction on fashion!,6236,215755,48,1750084683,12598,1266,2db5a257-b112-40e9-926d-2763eb447089
720,2ae787ee-f16f-4798-8671-70e527f7ac46,720,reaction on travel!,2304,41574,157,1752676683,469865,3692,d9bd4991-c441-4658-aed5-72e406081a5c
720,2ae787ee-f16f-4798-8671-70e527f7ac46,720,reaction on fitness!,9232,68025,100,1748702283,343781,0.0.0,8bbc1d0a-c2bc-4510-8e45-1eb42e2f6ec2
720,2ae787ee-f16f-4798-8671-70e527f7ac46,1080,reaction on travel!,781,322929,165,1748183883,469923,?,fa2f7e71-8fbd-482e-a559-0a1276b62e19
1080,2ae787ee-f16f-4798-8671-70e527f7ac46,720,vlog on fashion!,1533,426885,29,1750430283,879884,637,b099f98a-d5bb-47d2-b747-47efdcfb8e7c
720,2ae787ee-f16f-4798-8671-70e527f7ac46,1080,vlog on food!,5845,,101,1749479883,841620,1385,8c73f0a1-27a4-41aa-9ef3-aed5f2c9a224
1080,2ae787ee-f16f-4798-8671-70e527f7ac46,1080,review on food!,1704,233248,116,1749739083,118746,2374,3fbbd129-cbc1-416a-bb4e-b23db22c8d17
1080,2ae787ee-f16f-4798-8671-70e527f7ac46,720,review on fashion!,2910,170646,143,1750430283,296801,4423,417b7dfb-e680-4b21-8856-3fb8500eac85
720,2ae787ee-f16f-4798-8671-70e527f7ac46,720,review on tech!,2468,261565,84,1752158283,92610,4461,6ebdcb13-c0a0-41de-bca7-e3d69c46cf56
1080,2ae787ee-f16f-4798-8671-70e527f7ac46,720,reaction on food!,6131,77762,145,1749134283,201389,3630,712f06fb-d474-49cc-a4e1-5c22bf64938c
720,2ae787ee-f16f-4798-8671-70e527f7ac46,720,challenge on fashion!,886,493105,115,1750430283,997492,4526,f0d961ad-2381-4489-845b-b2e7b338b888
1080,2ae787ee-f16f-4798-8671-70e527f7ac46,1080,review on food!,7133,NaN,71,1749566283,740999,285,83d4d54d-26c6-4f84-8c75-eb3377a9c0ba
720,2ae787ee-f16f-4798-8671-70e527f7ac46,720,unboxing on fitness!,1636,459996,14,1750430283,?,968,6b82ae6f-f0e2-445b-9968-f49dabc5095f
1080,2ae787ee-f16f-4798-8671-70e527f7ac46,1080,challenge on tech!,4640,173543,40,1750171083,683467,1890,be76df4e-e425-49c2-8d12-cf7c8ed4bec9
720,2ae787ee-f16f-4798-8671-70e527f7ac46,1080,vlog on tech!,NaN,321534,59,1748961483,251767,642,2074d271-9ae3-43a7-9a54-2e15942c7c81
720,2ae787ee-f16f-4798-8671-70e527f7ac46,1080,vlog on fashion!,188,440989,NaN,1750948683,980485,0.0.0,df03718d-b958-4324-8f9d-2e7f865cfd90
1080,2ae787ee-f16f-4798-8671-70e527f7ac46,1080,reaction on food!,4239,35894,108,1751812683,343562,2317,550921ef-b976-4faa-bf5c-e449fd5b93bd
720,2ae787ee-f16f-4798-8671-70e527f7ac46,1080,unboxing on tech!,234,426717,?,1751899083,753571,1879,de91ce4e-3344-4f4c-9786-ba537990ff0e
1080,3aca4b64-b196-42dd-babf-53c0e4dfcc3d,720,reaction on food!,3540,393221,25,1749220683,396481,1022,24d2ab2a-b844-4fcb-80f2-6ed9c373c5c7
1080,3aca4b64-b196-42dd-babf-53c0e4dfcc3d,1080,unboxing on travel!,4864,43710,122,1751899083,167468,1543,9a645e26-b514-495d-9484-3f6de7ae88e1
720,3aca4b64-b196-42dd-babf-53c0e4dfcc3d,720,reaction on tech!,2144,179961,78,1752503883,56582,3996,11655869-a0e3-437c-91de-c829a23569ba
720,3aca4b64-b196-42dd-babf-53c0e4dfcc3d,1080,review on fashion!,854,?,43,1749652683,928209,635,a95e9538-fe6b-4f97-9ce3-7cdd8e992dcd
1080,3aca4b64-b196-42dd-babf-53c0e4dfcc3d,720,unboxing on fashion!,8507,325565,13,1749652683,496413,,43845f26-0a41-40ae-adbd-602a530f256a
1080,3aca4b64-b196-42dd-babf-53c0e4dfcc3d,720,review on tech!,6397,269144,144,1750948683,86636,0.0.0,1647e281-2783-47d4-8f62-d29cd1957fc8
1080,3aca4b64-b196-42dd-babf-53c0e4dfcc3d,1080,unboxing on beauty!,8241,451239,141,1752331083,501724,1915,d3287f83-816c-4364-9630-0b8fd32392b7
1080,3aca4b64-b196-42dd-babf-53c0e4dfcc3d,1080,challenge on tech!,9939,445979,146,1749998283,9399,1487,28a4b938-bf0a-4805-81e5-f5a2a726705e
720,3aca4b64-b196-42dd-babf-53c0e4dfcc3d,720,unboxing on beauty!,65,293252,145,1751812683,327079,3368,e792e5dd-d49a-4a08-b59b-fd3e94bb9dde
720,3aca4b64-b196-42dd-babf-53c0e4dfcc3d,720,challenge on fashion!,2300,455489,80,1752331083,347206,1060,e43e7781-71c1-4471-b159-12070a359e94
720,3aca4b64-b196-42dd-babf-53c0e4dfcc3d,1080,reaction on fitness!,2167,80846,26,1748011083,100076,3995,8d5633b1-fa2c-4490-a310-074ad73da340
720,3aca4b64-b196-42dd-babf-53c0e4dfcc3d,1080,challenge on fashion!,2234,84618,151,1752590283,771484,1681,a0a51fb5-b96c-4225-bd18-587e9424e404
1080,3aca4b64-b196-42dd-babf-53c0e4dfcc3d,1080,reaction on travel!,7202,278118,82,1750430283,619726,4345,d77414a8-fc6e-4c36-aa92-260480493cc7
1080,3aca4b64-b196-42dd-babf-53c0e4dfcc3d,1080,review on food!,138,377452,173,1751035083,3856,332,d2d0bd63-7842-496a-9b18-596f247bc74d
720,3aca4b64-b196-42dd-babf-53c0e4dfcc3d,1080,review on tech!,0.0.0,342028,21,1752935883,234021,3823,cd16d8df-3d73-4ca0-9e00-fa53905963c5
1080,3aca4b64-b196-42dd-babf-53c0e4dfcc3d,1080,vlog on tech!,4709,405978,92,1750689483,348464,NaN,8b6ff4be-8215-4485-bc79-16041c4ec05c
1080,3aca4b64-b196-42dd-babf-53c0e4dfcc3d,720,unboxing on tech!,2696,378237,126,1752849483,187083,4170,e18e3e72-4129-4450-941d-f2ca362e62de
1080,3aca4b64-b196-42dd-babf-53c0e4dfcc3d,1080,review on food!,1698,473824,105,1748702283,548105,2462,d1c49539-48a2-412e-8ad9-8bc9f28fa8e1
1080,3aca4b64-b196-42dd-babf-53c0e4dfcc3d,1080,challenge on food!,6771,295843,53,1749911883,231939,565,b8462bcf-c406-444f-9581-b17c8793a7fa
1080,3aca4b64-b196-42dd-babf-53c0e4dfcc3d,720,review on travel!,2636,472399,82,1752417483,817918,3530,e0237765-2201-487f-8080-6de815fdb965
0.0.0,3aca4b64-b196-42dd-babf-53c0e4dfcc3d,720,vlog on fitness!,7083,140344,82,1750775883,427583,4255,8af27c5a-e2a4-49e2-9bfc-3a48cc711460
720,c07bf904-5ecd-45ed-bfbe-f6fa9272d4c7,1080,reaction on tech!,9661,224582,?,1752935883,956740,3935,0581252b-10cf-4897-9ae1-094777593acb
1080,c07bf904-5ecd-45ed-bfbe-f6fa9272d4c7,1080,challenge on fitness!,3130,0.0.0,95,1752590283,181349,,59cf9f9b-843f-4948-addb-496f118521f4
1080,c07bf904-5ecd-45ed-bfbe-f6fa9272d4c7,720,review on food!,5076,362138,157,1751207883,153160,2710,d806befa-58b7-47b2-97ea-92d72928cdc8
720,c07bf904-5ecd-45ed-bfbe-f6fa9272d4c7,1080,review on food!,2615,374740,159,1748788683,582943,1100,e3ed3208-ff25-4742-b39b-335007db03ca
1080,c07bf904-5ecd-45ed-bfbe-f6fa9272d4c7,1080,vlog on tech!,9729,330805,102,1752244683,143627,1724,2459b7c4-6dd4-4f07-a5ad-775f512b37ed
1080,c07bf904-5ecd-45ed-bfbe-f6fa9272d4c7,1080,challenge on tech!,103,279391,35,1750084683,347038,3578,1744f91f-4997-4443-b17b-5ce218fff721
1080,c07bf904-5ecd-45ed-bfbe-f6fa9272d4c7,720,review on food!,9359,285393,59,1749479883,0.0.0,4590,9eb1342b-9211-470d-94ca-d6bd743e04ed
1080,c07bf904-5ecd-45ed-bfbe-f6fa9272d4c7,1080,reaction on beauty!,3918,383804,143,1752158283,847935,?,7ccde355-54d8-4749-8442-1bfa9a6413f7
720,c07bf904-5ecd-45ed-bfbe-f6fa9272d4c7,1080,challenge on fitness!,3677,304625,85,1748702283,940224,2076,024924e4-3d2d-42da-ac7b-3ea15d421633
1080,c07bf904-5ecd-45ed-bfbe-f6fa9272d4c7,1080,vlog on travel!,3983,217744,123,1748183883,26966,4908,309676bd-064d-4f03-9007-11aa7550953f
720,c07bf904-5ecd-45ed-bfbe-f6fa9272d4c7,720,unboxing on fashion!,3357,383451,116,,,,2793903f-71ce-40a0-9d35-61e1003f919e
1080,c07bf904-5ecd-45ed-bfbe-f6fa9272d4c7,720,challenge on fitness!,3692,399451,171,1751380683,191328,471,f278bc85-ea44-4d91-a526-9cfebf05c5df
720,c07bf904-5ecd-45ed-bfbe-f6fa9272d4c7,720,review on tech!,1135,NaN,67,1752331083,306142,1398,b8000a6f-c0a6-4aa7-bbf9-854cbecdca66
1080,c07bf904-5ecd-45ed-bfbe-f6fa9272d4c7,720,challenge on travel!,6453,305274,41,1751985483,650663,176,038b531c-6bb9-412b-9315-22b30056bffe
720,c07bf904-5ecd-45ed-bfbe-f6fa9272d4c7,720,reaction on fashion!,,115669,13,1749134283,589345,2013,bceb7bea-37d6-444e-8b31-10f20432189e
1080,ba3f4aae-8219-44dd-87bb-11c7afdefca6,1080,vlog on beauty!,7153,432860,106,1752676683,949119,3723,0a41eedc-1d12-416a-8bdb-d7a3a2172ea0
720,ba3f4aae-8219-44dd-87bb-11c7afdefca6,1080,vlog on beauty!,2977,377439,140,1752158283,NaN,2286,dac1b7cc-034f-495d-9852-153885fc0d1b
1080,ba3f4aae-8219-44dd-87bb-11c7afdefca6,1080,challenge on fashion!,5657,340524,15,1750948683,775580,0.0.0,b14f2f8d-e388-4cd4-b590-c503dfcc1c3e
720,ba3f4aae-8219-44dd-87bb-11c7afdefca6,,unboxing on beauty!,,293374,37,1750171083,273728,?,87a88997-3f2b-4f62-9edc-dd79197792bf
720,ba3f4aae-8219-44dd-87bb-11c7afdefca6,720,unboxing on beauty!,2923,254764,58,1748443083,831928,289,8f82da08-ddbf-4159-8e6e-bdbe1d6e8ae7
1080,ba3f4aae-8219-44dd-87bb-11c7afdefca6,1080,unboxing on travel!,4740,312087,122,1748011083,138538,2370,3a9a286a-e391-4f88-a5f0-4e81910f9563
1080,ba3f4aae-8219-44dd-87bb-11c7afdefca6,1080,review on beauty!,9437,145875,24,1750516683,207558,3859,0affd712-b896-43e4-8476-76dabf189d91
720,ba3f4aae-8219-44dd-87bb-11c7afdefca6,1080,reaction on travel!,822,,72,1748097483,624194,2431,a2809d64-cfe2-4055-8b90-8b0b0b923370
1080,ba3f4aae-8219-44dd-87bb-11c7afdefca6,1080,reaction on tech!,6697,86663,92,1749911883,759919,279,18fb6259-3c14-4f6a-a7f6-052e7cd05052
720,ba3f4aae-8219-44dd-87bb-11c7afdefca6,720,review on beauty!,7905,67539,41,1748529483,333440,3015,11e578ea-f439-4532-95bb-9aed2e1c22a1
720,ba3f4aae-8219-44dd-87bb-11c7afdefca6,720,challenge on travel!,3003,?,99,1747924683,484712,4722,20487bca-d994-4eb5-8792-2582c06c7989
720,ba3f4aae-8219-44dd-87bb-11c7afdefca6,720,challenge on tech!,5449,476665,126,1751121483,629966,4756,6efc2408-8011-4d6d-ab2f-4cb3d84bdb1d
720,ba3f4aae-8219-44dd-87bb-11c7afdefca6,720,review on food!,9081,32032,101,1751553483,21865,642,6c74b6f3-62a7-417a-92d4-7fbace7e7a8a
1080,ba3f4aae-8219-44dd-87bb-11c7afdefca6,1080,review on food!,9222,109648,20,1747924683,555649,2185,16065d11-dee3-4de4-af9a-d60cf372e76e
720,ba3f4aae-8219-44dd-87bb-11c7afdefca6,1080,unboxing on tech!,NaN,60150,144,1748183883,484100,4794,74405e07-60c8-467c-bc98-155f131e73f6
?,ba3f4aae-8219-44dd-87bb-11c7afdefca6,720,vlog on fashion!,5423,,38,1752590283,30435,2181,ac431a8a-747b-4252-8b49-18b4d60453c1
720,ba3f4aae-8219-44dd-87bb-11c7afdefca6,1080,unboxing on beauty!,2923,438375,179,1751207883,635690,4151,ac00c93b-cca5-441a-b055-28d29c8227f9
720,ba3f4aae-8219-44dd-87bb-11c7afdefca6,1080,vlog on beauty!,5943,248160,NaN,1750343883,596241,4040,d95eca0a-3b19-4b63-8840-18587f2e1cb0
1080,ba3f4aae-8219-44dd-87bb-11c7afdefca6,1080,review on tech!,5719,,29,1750171083,137773,,e02ef6c6-f700-484d-ae2f-3dbecffa6a8f
720,ba3f4aae-8219-44dd-87bb-11c7afdefca6,720,vlog on food!,5620,489841,13,1748875083,909327,3813,1295cbf1-3616-4097-b672-12db34e4394e
1080,ba3f4aae-8219-44dd-87bb-11c7afdefca6,NaN,challenge on food!,438,232633,115,1748270283,799681,1695,59869df0-41ce-4fd8-94b8-a4710c8f96da
1080,ba3f4aae-8219-44dd-87bb-11c7afdefca6,720,challenge on beauty!,4639,90050,127,1748443083,273400,3478,aa4c900c-a931-49bc-b94a-b6d932953b71
720,ba3f4aae-8219-44dd-87bb-11c7afdefca6,720,reaction on food!,6510,291443,118,1748270283,614038,4856,bf71bc5e-500e-4a8a-ba8f-d62d5d7c3e9d
1080,c0e3c74b-d061-437f-9f7b-36a79fc3d1a3,1080,review on travel!,5482,11889,123,1749220683,615099,2582,1fd5bf26-55ee-4eea-b740-eae5e0dc3af1
720,c0e3c74b-d061-437f-9f7b-36a79fc3d1a3,1080,unboxing on fitness!,7447,112893,118,1750775883,452422,4141,918b6584-3bbf-42a0-b1c4-998ac55e62e6
720,c0e3c74b-d061-437f-9f7b-36a79fc3d1a3,720,vlog on travel!,8826,298227,52,1752331083,728554,3567,8290909b-d37e-4095-8e91-a5131d87d711
720,c0e3c74b-d061-437f-9f7b-36a79fc3d1a3,1080,challenge on beauty!,9333,114992,147,1752676683,943950,2764,0e7f6429-5f00-43d7-95de-1f0a1dbd35f5
1080,c0e3c74b-d061-437f-9f7b-36a79fc3d1a3,1080,reaction on tech!,8643,1293,89,1751553483,778614,3319,9c52dad8-f75a-4156-9855-266345ef7c4b
720,c0e3c74b-d061-437f-9f7b-36a79fc3d1a3,720,challenge on tech!,9856,207426,171,1752158283,?,,26376eaf-5b30-45b3-9c17-cade95d74c40
,c0e3c74b-d061-437f-9f7b-36a79fc3d1a3,720,unboxing on tech!,0.0.0,NaN,92,1752417483,24041,777,d899c734-732d-4ab3-9c70-e3225c01ff31
720,c0e3c74b-d061-437f-9f7b-36a79fc3d1a3,720,unboxing on fashion!,6623,392745,,1752849483,196566,475,dd3bca57-5cd5-4354-b628-a2587a88c1a9
720,c0e3c74b-d061-437f-9f7b-36a79fc3d1a3,1080,reaction on tech!,7257,286739,173,1750775883,0.0.0,1429,2b1dd4b5-ffe4-4222-a46d-e02b5420adbf
720,c0e3c74b-d061-437f-9f7b-36a79fc3d1a3,720,challenge on travel!,,94608,122,1750948683,350911,311,67aa0d65-248b-47db-b434-f69df3b46f47
1080,c0e3c74b-d061-437f-9f7b-36a79fc3d1a3,720,reaction on fashion!,38,?,138,1749047883,819206,?,f4308354-f3c5-4305-85f4-168854ca1986
1080,c0e3c74b-d061-437f-9f7b-36a79fc3d1a3,720,reaction on food!,2263,215295,0.0.0,1748270283,613588,799,a6545741-c90f-4b16-ad1f-709ed87d44a4
1080,c0e3c74b-d061-437f-9f7b-36a79fc3d1a3,720,reaction on fitness!,9176,223674,87,1749393483,730661,4169,c39c1804-a7f8-413c-b4d1-a7cc10bb4e60
1080,c0e3c74b-d061-437f-9f7b-36a79fc3d1a3,1080,review on travel!,4906,247611,125,1748270283,52455,3552,34d78abf-fda4-4c5d-8a9f-ed4fcd33ff23
720,c0e3c74b-d061-437f-9f7b-36a79fc3d1a3,720,review on travel!,2074,267458,161,1749739083,?,703,f3200b21-8857-48bc-897a-a6381853f497
720,c0e3c74b-d061-437f-9f7b-36a79fc3d1a3,720,challenge on food!,5045,13373,69,1749998283,?,4820,99af6900-1084-45c1-9587-df2b76763c95
720,c0e3c74b-d061-437f-9f7b-36a79fc3d1a3,720,unboxing on fashion!,0.0.0,406697,97,1750862283,497218,2165,64064264-ed38-4ab1-8ea8-5fca626299de
720,ab08a5d2-1ce6-4d7b-9dbb-52321d2babe4,1080,unboxing on fitness!,6606,291515,153,1749047883,161194,4862,4c5469af-6fa9-4801-bae5-c52b92371468
1080,ab08a5d2-1ce6-4d7b-9dbb-52321d2babe4,1080,reaction on travel!,2474,208497,,1749998283,NaN,4203,c2a15e6c-76c1-40c1-8421-a93ab87ee649
720,ab08a5d2-1ce6-4d7b-9dbb-52321d2babe4,1080,reaction on fashion!,9288,?,142,1750257483,304667,1311,5b211136-3a74-4064-8e14-9394e537e317
720,ab08a5d2-1ce6-4d7b-9dbb-52321d2babe4,720,reaction on fashion!,8789,202970,160,1749566283,687269,2183,8061e946-5832-4b18-ac15-174994cf64ba
1080,ab08a5d2-1ce6-4d7b-9dbb-52321d2babe4,720,review on fashion!,7620,3299,118,1751207883,555733,176,36d502c4-80e4-479e-83d0-131748e23240
720,ab08a5d2-1ce6-4d7b-9dbb-52321d2babe4,1080,review on fashion!,224,186624,159,1752071883,813832,3272,ead1bfbf-e7a4-4416-aef4-1b80bb6749b7
1080,ab08a5d2-1ce6-4d7b-9dbb-52321d2babe4,1080,reaction on tech!,2101,13010,176,1751294283,131987,4901,5bd9a71c-3e9d-41ce-9bba-d9274b7c6d99
0.0.0,ab08a5d2-1ce6-4d7b-9dbb-52321d2babe4,1080,review on fashion!,8179,286884,107,1749825483,?,,8bc7e7b0-1e93-4731-a79a-3ee81973ff5e
720,ab08a5d2-1ce6-4d7b-9dbb-52321d2babe4,720,reaction on fitness!,807,0.0.0,27,1752763083,NaN,4303,a4e4219c-3645-4129-9b25-0889b79988dd
720,ab08a5d2-1ce6-4d7b-9dbb-52321d2babe4,1080,challenge on travel!,5724,344860,173,1748702283,772701,1688,82cdd572-34db-4a50-9ed5-3a2665498dd2
1080,ab08a5d2-1ce6-4d7b-9dbb-52321d2babe4,1080,challenge on travel!,6565,492604,148,1750257483,826981,2305,c58aa549-e17f-4da9-9f70-b70f1943527a
1080,ab08a5d2-1ce6-4d7b-9dbb-52321d2babe4,1080,review on beauty!,2469,332148,74,1749307083,812098,3148,8196e5ac-0724-475c-8565-675f9b562504
1080,,720,vlog on tech!,5656,440145,31,1747924683,71212,2138,2748acd8-ad67-4d42-81ce-248ebb42afe6
1080,ab08a5d2-1ce6-4d7b-9dbb-52321d2babe4,720,review on travel!,0.0.0,217002,174,1747838283,NaN,2295,47d45a03-9bf9-4310-8777-6f0837cf0d1f
NaN,ab08a5d2-1ce6-4d7b-9dbb-52321d2babe4,720,unboxing on travel!,?,,,1751985483,570911,1603,875b3bb6-26f5-4044-a825-c9161502b138
1080,ab08a5d2-1ce6-4d7b-9dbb-52321d2babe4,1080,vlog on tech!,7342,?,43,1751985483,355087,1617,42f4d184-ad73-4ab6-b5d6-8b98f6b54038
1080,ab08a5d2-1ce6-4d7b-9dbb-52321d2babe4,720,challenge on tech!,2114,428625,164,1749825483,126675,2656,2b08c485-bf58-4234-94ee-730c38e30103
720,ab08a5d2-1ce6-4d7b-9dbb-52321d2babe4,1080,vlog on fashion!,5271,,134,1752590283,150541,2865,6e230112-b19f-4d4a-9923-2de0fdc458e5
720,ab08a5d2-1ce6-4d7b-9dbb-52321d2babe4,720,challenge on food!,2471,195343,12,1751899083,83106,?,636eb751-613c-4780-89db-001dfc1ae43a
720,ab08a5d2-1ce6-4d7b-9dbb-52321d2babe4,1080,unboxing on tech!,0.0.0,72467,123,1752331083,105926,,c3bd25ef-7bd2-4413-9c71-cc23e22b869a
1080,ab08a5d2-1ce6-4d7b-9dbb-52321d2babe4,1080,unboxing on beauty!,3820,357188,168,1747838283,679193,279,02b81314-4ac6-49a6-b6d3-6ccf2c5a0e44
720,ab08a5d2-1ce6-4d7b-9dbb-52321d2babe4,1080,review on travel!,1468,,31,1751812683,689313,3934,61c8498d-2cdf-4dc6-a439-08b7e0b1dc31
1080,ab08a5d2-1ce6-4d7b-9dbb-52321d2babe4,720,vlog on fashion!,,89104,162,1751812683,835213,354,7d277cd7-01a8-4232-92bc-3cd2af277c8d
1080,ab08a5d2-1ce6-4d7b-9dbb-52321d2babe4,720,reaction on fitness!,333,10290,137,1751035083,404295,1436,c8a73f4a-9c37-480d-9ba7-4b3cfba8172f
720,ab08a5d2-1ce6-4d7b-9dbb-52321d2babe4,1080,challenge on beauty!,?,457776,113,1750603083,897862,1043,4683ac25-93b5-40a0-aefc-0abcd907eb39
720,ab08a5d2-1ce6-4d7b-9dbb-52321d2babe4,720,unboxing on food!,,32214,15,1749307083,706651,,22f5d0b1-6a7d-4a9c-bf6c-b87aeca498af
1080,b2d59fa6-0a2a-4b48-bd37-fd6851a30977,1080,review on beauty!,376,211,45,1748443083,539655,549,73a80d7d-e3db-46a9-ace7-516fb571ce01
